id,event_type,route,port_id,severity,description,event_date,source
443,weather,India-Haldia,27,Medium,[Vanino / India-Haldia] Tropical Cyclone alert issued for Bay of Bengal; port operations suspended for 48 hours.,2024-02-20,JTWC Cyclone Warning
444,port_congestion,Australia-Haldia,23,High,[Baltimore / Australia-Haldia] Mechanized coal conveyor breakdown causing delayed discharge at mechanized berths.,2022-04-17,Port Authority Circular
445,port_congestion,Indonesia-Gangavaram,12,Low,[Kandla (Deendayal) / Indonesia-Gangavaram] High yard inventory utilization (>92%) slowing down discharge rates.,2023-10-11,Port Authority Circular
446,freight_anomaly,Indonesia-Paradip,5,Low,[Gopalpur / Indonesia-Paradip] Bunker fuel price volatility exceeds 90th percentile following crude market rally.,2024-06-25,Baltic Exchange Market Monitor
447,freight_anomaly,Indonesia-Paradip,13,Low,[Nhava Sheva (JNPT) / Indonesia-Paradip] Sudden freight spike (+18% DoD) driven by tightening Capesize tonnage in Pacific basin.,2022-07-06,Clarksons Intelligence
448,weather,Mozambique-Visakhapatnam,2,Medium,[Visakhapatnam / Mozambique-Visakhapatnam] Typhoon warning in South China Sea requiring southern deviation for westbound bulkers.,2025-03-20,JTWC Cyclone Warning
449,freight_anomaly,Indonesia-Visakhapatnam,1,Medium,[Paradip / Indonesia-Visakhapatnam] Bunker fuel price volatility exceeds 90th percentile following crude market rally.,2024-12-11,Baltic Exchange Market Monitor
450,freight_anomaly,Indonesia-Visakhapatnam,4,High,[Dhamra / Indonesia-Visakhapatnam] BDI index surged 250 points following unexpected chartering volume for Queensland coal.,2022-12-28,Baltic Exchange Market Monitor
451,port_congestion,Australia-Visakhapatnam,19,High,[Balikpapan / Australia-Visakhapatnam] Mechanized coal conveyor breakdown causing delayed discharge at mechanized berths.,2024-01-22,Terminal Operations Log
452,weather,Indonesia-Paradip,26,Low,[Vostochny / Indonesia-Paradip] Heavy monsoon swell (>4.2m) preventing safe pilot boarding at outer anchorage.,2021-05-29,Marine Weather Routing Service
453,freight_anomaly,USA-Visakhapatnam,21,Medium,[Samarinda / USA-Visakhapatnam] Panamax Atlantic round voyage rates collapsed -12% on low grain demand.,2021-08-20,Baltic Exchange Market Monitor
454,weather,Mozambique-Visakhapatnam,3,Low,[Gangavaram / Mozambique-Visakhapatnam] Dense fog conditions restricting channel navigation to daylight hours only.,2024-07-15,Marine Weather Routing Service
455,port_congestion,USA-Visakhapatnam,14,Medium,[Cochin / USA-Visakhapatnam] Berth queue exceeding 12 vessels; average waiting time rose to 78 hours.,2022-05-06,Port Authority Circular
456,port_congestion,Australia-Gopalpur,4,Medium,[Dhamra / Australia-Gopalpur] Mechanized coal conveyor breakdown causing delayed discharge at mechanized berths.,2024-04-30,Port Authority Circular
457,geopolitical,USA-Paradip,17,Low,[Newcastle / USA-Paradip] Red Sea security advisory prompting operators to route via Cape of Good Hope (+14 days).,2025-09-06,Lloyd's List Intelligence
458,port_congestion,Australia-Paradip,25,Low,[Beira / Australia-Paradip] Berth queue exceeding 12 vessels; average waiting time rose to 78 hours.,2021-06-15,AIS Congestion Tracker
459,geopolitical,Mozambique-Paradip,7,Low,[Kolkata / Mozambique-Paradip] Sanction compliance verification tightening on Far East coal flows.,2022-12-28,Ministry Trade Notice
460,port_congestion,Australia-Gangavaram,17,High,[Newcastle / Australia-Gangavaram] Mechanized coal conveyor breakdown causing delayed discharge at mechanized berths.,2021-03-01,AIS Congestion Tracker
461,port_congestion,Indonesia-Visakhapatnam,1,Medium,[Paradip / Indonesia-Visakhapatnam] High yard inventory utilization (>92%) slowing down discharge rates.,2023-12-13,Port Authority Circular
462,weather,Russia-Paradip,8,Medium,[Chennai / Russia-Paradip] Dense fog conditions restricting channel navigation to daylight hours only.,2021-05-09,JTWC Cyclone Warning
463,port_congestion,Mozambique-Gangavaram,11,Low,[Mundra / Mozambique-Gangavaram] High yard inventory utilization (>92%) slowing down discharge rates.,2023-06-21,Port Authority Circular
464,weather,Australia-Haldia,8,Medium,[Chennai / Australia-Haldia] Heavy monsoon swell (>4.2m) preventing safe pilot boarding at outer anchorage.,2021-11-10,JTWC Cyclone Warning
465,port_congestion,Australia-Gopalpur,2,Medium,[Visakhapatnam / Australia-Gopalpur] Tidal window restrictions combined with dredging operations causing vessel hold-ups.,2021-12-09,Port Authority Circular
466,port_congestion,Indonesia-Haldia,29,High,[Port Klang / Indonesia-Haldia] Tidal window restrictions combined with dredging operations causing vessel hold-ups.,2023-02-09,Terminal Operations Log
467,port_congestion,Australia-Mundra,32,Low,[Shanghai (Qingdao) / Australia-Mundra] Tidal window restrictions combined with dredging operations causing vessel hold-ups.,2023-12-09,AIS Congestion Tracker
468,weather,Indonesia-Dhamra,27,Low,[Vanino / Indonesia-Dhamra] Typhoon warning in South China Sea requiring southern deviation for westbound bulkers.,2021-07-19,India Meteorological Department (IMD)
469,freight_anomaly,USA-Visakhapatnam,28,Medium,[Singapore / USA-Visakhapatnam] Bunker fuel price volatility exceeds 90th percentile following crude market rally.,2024-05-13,FreightIQ Anomaly Engine
470,weather,Australia-Paradip,24,Low,[Maputo / Australia-Paradip] Heavy monsoon swell (>4.2m) preventing safe pilot boarding at outer anchorage.,2021-06-11,Marine Weather Routing Service
471,freight_anomaly,Mozambique-Gangavaram,31,Medium,[Rotterdam / Mozambique-Gangavaram] Sudden freight spike (+18% DoD) driven by tightening Capesize tonnage in Pacific basin.,2024-07-29,Baltic Exchange Market Monitor
472,port_congestion,USA-Paradip,11,Medium,[Mundra / USA-Paradip] Tidal window restrictions combined with dredging operations causing vessel hold-ups.,2021-09-21,Terminal Operations Log
473,freight_anomaly,Russia-Paradip,6,High,[Haldia / Russia-Paradip] Bunker fuel price volatility exceeds 90th percentile following crude market rally.,2022-04-01,Baltic Exchange Market Monitor
474,weather,Indonesia-Mundra,6,Low,[Haldia / Indonesia-Mundra] Heavy monsoon swell (>4.2m) preventing safe pilot boarding at outer anchorage.,2023-02-01,Marine Weather Routing Service
475,weather,Indonesia-Paradip,27,Medium,[Vanino / Indonesia-Paradip] Heavy monsoon swell (>4.2m) preventing safe pilot boarding at outer anchorage.,2021-01-16,Marine Weather Routing Service
476,freight_anomaly,Indonesia-Haldia,21,Low,[Samarinda / Indonesia-Haldia] Sudden freight spike (+18% DoD) driven by tightening Capesize tonnage in Pacific basin.,2025-02-22,Baltic Exchange Market Monitor
477,geopolitical,Mozambique-Gangavaram,4,Medium,[Dhamra / Mozambique-Gangavaram] Canal transit quota reduction increasing reservation auction premiums.,2022-01-29,Maritime Security Advisory
478,freight_anomaly,Indonesia-Mundra,17,Medium,[Newcastle / Indonesia-Mundra] Bunker fuel price volatility exceeds 90th percentile following crude market rally.,2022-06-29,Clarksons Intelligence
479,weather,Indonesia-Visakhapatnam,21,High,[Samarinda / Indonesia-Visakhapatnam] Typhoon warning in South China Sea requiring southern deviation for westbound bulkers.,2023-04-23,Marine Weather Routing Service
480,freight_anomaly,Australia-Paradip,2,Low,[Visakhapatnam / Australia-Paradip] Sudden freight spike (+18% DoD) driven by tightening Capesize tonnage in Pacific basin.,2024-12-06,Baltic Exchange Market Monitor
481,port_congestion,Australia-Dhamra,8,Low,[Chennai / Australia-Dhamra] High yard inventory utilization (>92%) slowing down discharge rates.,2022-12-22,AIS Congestion Tracker
482,weather,USA-Gangavaram,30,High,[Colombo / USA-Gangavaram] Tropical Cyclone alert issued for Bay of Bengal; port operations suspended for 48 hours.,2021-02-09,JTWC Cyclone Warning
483,port_congestion,USA-Paradip,24,Low,[Maputo / USA-Paradip] Tidal window restrictions combined with dredging operations causing vessel hold-ups.,2022-07-30,AIS Congestion Tracker
484,port_congestion,Indonesia-Dhamra,13,High,[Nhava Sheva (JNPT) / Indonesia-Dhamra] Berth queue exceeding 12 vessels; average waiting time rose to 78 hours.,2024-02-25,Terminal Operations Log
485,port_congestion,Indonesia-Paradip,4,Medium,[Dhamra / Indonesia-Paradip] Berth queue exceeding 12 vessels; average waiting time rose to 78 hours.,2025-11-03,AIS Congestion Tracker
486,freight_anomaly,USA-Gangavaram,3,Medium,[Gangavaram / USA-Gangavaram] BDI index surged 250 points following unexpected chartering volume for Queensland coal.,2024-12-27,Clarksons Intelligence
487,port_congestion,Indonesia-Visakhapatnam,30,Medium,[Colombo / Indonesia-Visakhapatnam] Tidal window restrictions combined with dredging operations causing vessel hold-ups.,2025-03-18,Terminal Operations Log
488,geopolitical,USA-Mundra,22,Medium,[Norfolk (Hampton Roads) / USA-Mundra] Red Sea security advisory prompting operators to route via Cape of Good Hope (+14 days).,2022-08-27,Lloyd's List Intelligence
489,port_congestion,India-Chennai,26,Low,[Vostochny / India-Chennai] Tidal window restrictions combined with dredging operations causing vessel hold-ups.,2021-06-15,Port Authority Circular
490,geopolitical,Indonesia-Dhamra,15,High,[Hay Point / Indonesia-Dhamra] Sanction compliance verification tightening on Far East coal flows.,2022-08-01,Ministry Trade Notice
491,freight_anomaly,Australia-Paradip,26,Low,[Vostochny / Australia-Paradip] Sudden freight spike (+18% DoD) driven by tightening Capesize tonnage in Pacific basin.,2021-08-07,FreightIQ Anomaly Engine
492,freight_anomaly,Australia-Paradip,7,Medium,[Kolkata / Australia-Paradip] Bunker fuel price volatility exceeds 90th percentile following crude market rally.,2023-07-22,Baltic Exchange Market Monitor
493,port_congestion,Indonesia-Paradip,15,Low,[Hay Point / Indonesia-Paradip] High yard inventory utilization (>92%) slowing down discharge rates.,2021-08-23,Terminal Operations Log
494,freight_anomaly,Russia-Visakhapatnam,4,Low,[Dhamra / Russia-Visakhapatnam] Bunker fuel price volatility exceeds 90th percentile following crude market rally.,2021-04-20,Clarksons Intelligence
495,weather,Australia-Gangavaram,9,Medium,[Kamarajar (Ennore) / Australia-Gangavaram] Typhoon warning in South China Sea requiring southern deviation for westbound bulkers.,2025-11-19,India Meteorological Department (IMD)
496,port_congestion,Australia-Haldia,3,Medium,[Gangavaram / Australia-Haldia] Berth queue exceeding 12 vessels; average waiting time rose to 78 hours.,2023-04-26,AIS Congestion Tracker
497,geopolitical,Australia-Mundra,12,Low,[Kandla (Deendayal) / Australia-Mundra] Export tariff modification announced by major coal-producing authority.,2022-01-13,Ministry Trade Notice
498,freight_anomaly,Mozambique-Visakhapatnam,28,Low,[Singapore / Mozambique-Visakhapatnam] Bunker fuel price volatility exceeds 90th percentile following crude market rally.,2024-10-23,Baltic Exchange Market Monitor
499,weather,Australia-Paradip,7,High,[Kolkata / Australia-Paradip] Tropical Cyclone alert issued for Bay of Bengal; port operations suspended for 48 hours.,2024-04-07,Marine Weather Routing Service
500,weather,Australia-Mundra,13,Low,[Nhava Sheva (JNPT) / Australia-Mundra] Typhoon warning in South China Sea requiring southern deviation for westbound bulkers.,2025-06-17,JTWC Cyclone Warning
501,port_congestion,USA-Gangavaram,16,Low,[Gladstone / USA-Gangavaram] High yard inventory utilization (>92%) slowing down discharge rates.,2023-03-04,Terminal Operations Log
502,port_congestion,India-Haldia,7,High,[Kolkata / India-Haldia] Tidal window restrictions combined with dredging operations causing vessel hold-ups.,2023-12-14,Port Authority Circular
503,port_congestion,USA-Gangavaram,10,Medium,[Tuticorin (V.O.C.) / USA-Gangavaram] Berth queue exceeding 12 vessels; average waiting time rose to 78 hours.,2022-08-06,Terminal Operations Log
504,port_congestion,Indonesia-Gangavaram,16,Low,[Gladstone / Indonesia-Gangavaram] Tidal window restrictions combined with dredging operations causing vessel hold-ups.,2025-11-30,Port Authority Circular
505,freight_anomaly,Indonesia-Gangavaram,25,Medium,[Beira / Indonesia-Gangavaram] Sudden freight spike (+18% DoD) driven by tightening Capesize tonnage in Pacific basin.,2025-06-15,FreightIQ Anomaly Engine
506,geopolitical,Mozambique-Paradip,20,Medium,[Tanjung Priok / Mozambique-Paradip] Red Sea security advisory prompting operators to route via Cape of Good Hope (+14 days).,2025-02-16,Ministry Trade Notice
507,geopolitical,India-Haldia,8,Medium,[Chennai / India-Haldia] Red Sea security advisory prompting operators to route via Cape of Good Hope (+14 days).,2021-05-06,Ministry Trade Notice
508,port_congestion,Australia-Haldia,6,Medium,[Haldia / Australia-Haldia] High yard inventory utilization (>92%) slowing down discharge rates.,2022-07-04,Port Authority Circular
509,freight_anomaly,Russia-Visakhapatnam,24,Medium,[Maputo / Russia-Visakhapatnam] Panamax Atlantic round voyage rates collapsed -12% on low grain demand.,2023-11-27,FreightIQ Anomaly Engine
510,weather,Australia-Visakhapatnam,24,Low,[Maputo / Australia-Visakhapatnam] Dense fog conditions restricting channel navigation to daylight hours only.,2021-10-31,India Meteorological Department (IMD)
511,port_congestion,USA-Paradip,12,Low,[Kandla (Deendayal) / USA-Paradip] Tidal window restrictions combined with dredging operations causing vessel hold-ups.,2025-04-13,Port Authority Circular
512,freight_anomaly,Indonesia-Haldia,12,Medium,[Kandla (Deendayal) / Indonesia-Haldia] Sudden freight spike (+18% DoD) driven by tightening Capesize tonnage in Pacific basin.,2022-08-18,Baltic Exchange Market Monitor
513,weather,Russia-Paradip,31,Medium,[Rotterdam / Russia-Paradip] Typhoon warning in South China Sea requiring southern deviation for westbound bulkers.,2024-11-12,India Meteorological Department (IMD)
514,port_congestion,USA-Visakhapatnam,17,Medium,[Newcastle / USA-Visakhapatnam] Berth queue exceeding 12 vessels; average waiting time rose to 78 hours.,2023-11-05,Terminal Operations Log
515,port_congestion,USA-Paradip,31,Medium,[Rotterdam / USA-Paradip] Tidal window restrictions combined with dredging operations causing vessel hold-ups.,2025-05-17,AIS Congestion Tracker
516,weather,Indonesia-Dhamra,23,Medium,[Baltimore / Indonesia-Dhamra] Heavy monsoon swell (>4.2m) preventing safe pilot boarding at outer anchorage.,2023-05-13,Marine Weather Routing Service
517,port_congestion,Indonesia-Paradip,29,High,[Port Klang / Indonesia-Paradip] Berth queue exceeding 12 vessels; average waiting time rose to 78 hours.,2024-06-10,Terminal Operations Log
518,port_congestion,Australia-Haldia,27,Medium,[Vanino / Australia-Haldia] Tidal window restrictions combined with dredging operations causing vessel hold-ups.,2024-04-29,Terminal Operations Log
519,weather,Australia-Mundra,10,Low,[Tuticorin (V.O.C.) / Australia-Mundra] Typhoon warning in South China Sea requiring southern deviation for westbound bulkers.,2021-12-23,Marine Weather Routing Service
520,port_congestion,Indonesia-Paradip,30,Medium,[Colombo / Indonesia-Paradip] Berth queue exceeding 12 vessels; average waiting time rose to 78 hours.,2024-10-05,AIS Congestion Tracker
521,freight_anomaly,Mozambique-Visakhapatnam,29,Medium,[Port Klang / Mozambique-Visakhapatnam] Sudden freight spike (+18% DoD) driven by tightening Capesize tonnage in Pacific basin.,2023-07-12,Baltic Exchange Market Monitor
522,geopolitical,Indonesia-Mundra,23,Medium,[Baltimore / Indonesia-Mundra] Red Sea security advisory prompting operators to route via Cape of Good Hope (+14 days).,2026-02-22,Ministry Trade Notice
